throughput,p95_ttft,p95_tbt,lambda,workload
0.4959924084359059,0.335999999999558,0.03999999999996362,0.5,mixture
0.9918611251810362,0.33600000000069485,0.03999999999996362,1.0,mixture
1.983924650357773,0.3872216207038943,0.07999999999992724,2.0,mixture
2.973589354647867,0.4122660567562093,0.09051500000001603,3.0,mixture
3.966123457436374,0.40749999999985675,0.1391999999999598,4.0,mixture
4.959747275716342,0.4406229503396474,0.1550999999999476,5.0,mixture
5.943176004456678,0.4895214488302031,0.1959999999999127,6.0,mixture
6.9316543453095125,0.5248403788650107,0.22910000000001673,7.0,mixture
7.9469166671945555,0.5785132271835778,0.324100000000044,8.0,mixture
8.878359511022932,0.6796037193584681,0.3760000000000048,9.0,mixture
9.856438771559619,0.6845628166394729,0.3835000000000264,10.0,mixture
10.870875230400776,0.9379510640448927,0.7234000000000265,11.0,mixture
11.794048594273924,1.1089312134469647,0.6528000000000134,12.0,mixture
12.193861339180515,1.7504127419968878,1.185600000000079,13.0,mixture
13.829043019261517,1.6289261330541844,3.1987999999998706,14.0,mixture
13.390567402610113,3.038610378398346,6.473600000000459,15.0,mixture
13.573939368344695,3.357657660976815,5.953700000000396,16.0,mixture
